GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
2700172,160,27,,,,,,Ada city,1707,837,1657,835,1707,1657
2700190,160,27,,,,,,Adams city,787,330,800,351,787,800
2700262,160,27,,,,,,Adrian city,1209,537,1234,527,1209,1234
2700460,160,27,,,,,,Aitkin city,2165,1097,1984,969,2165,1984
2700496,160,27,,,,,,Akeley city,432,242,412,234,432,412
2700676,160,27,,,,,,Alberta city,103,51,142,56,103,142
2700694,160,27,,,,,,Albert Lea city,18016,8410,18356,8133,18016,18356
2700730,160,27,,,,,,Albertville city,7044,2488,3621,1318,7044,3621
2700838,160,27,,,,,,Alden city,661,292,652,295,661,652
2700892,160,27,,,,,,Aldrich city,48,31,53,31,48,53
2700928,160,27,,,,,,Alexandria city,11070,5821,8820,4311,11070,8820
2701162,160,27,,,,,,Alpha city,116,58,126,61,116,126
2701234,160,27,,,,,,Altura city,493,188,417,172,493,417
2701252,160,27,,,,,,Alvarado city,363,177,371,179,363,371
2701324,160,27,,,,,,Amboy city,534,260,575,268,534,575
2701486,160,27,,,,,,Andover city,30598,10091,26588,8205,30598,26588
2701558,160,27,,,,,,Angle Inlet CDP,60,150,,,60,
2701684,160,27,,,,,,Annandale city,3228,1450,2684,1163,3228,2684
2701720,160,27,,,,,,Anoka city,17142,7493,18076,7398,17142,18076
2701864,160,27,,,,,,Appleton city,1412,851,2871,860,1412,2871
2701900,160,27,,,,,,Apple Valley city,49084,19600,45527,16536,49084,45527
2701972,160,27,,,,,,Arco city,75,51,100,51,75,100
2702026,160,27,,,,,,Arden Hills city,9552,3053,9652,3017,9552,9652
2702422,160,27,,,,,,Ashby city,446,232,472,202,446,472
2702548,160,27,,,,,,Askov city,364,188,368,181,364,368
2702728,160,27,,,,,,Audubon city,519,228,445,191,519,445
2702872,160,27,,,,,,Aurora city,1682,887,1850,893,1682,1850
2702908,160,27,,,,,,Austin city,24718,10870,23314,10261,24718,23314
2703052,160,27,,,,,,Avoca city,147,77,146,73,147,146
2703070,160,27,,,,,,Avon city,1396,592,1242,492,1396,1242
2703106,160,27,,,,,,Babbitt city,1475,818,1670,801,1475,1670
2703124,160,27,,,,,,Backus city,250,183,311,194,250,311
2703160,160,27,,,,,,Badger city,375,235,470,228,375,470
2703196,160,27,,,,,,Bagley city,1392,735,1235,603,1392,1235
2703214,160,27,,,,,,Baker CDP,55,23,,,55,
2703250,160,27,,,,,,Balaton city,643,307,637,296,643,637
2703376,160,27,,,,,,Ball Club CDP,342,111,,,342,
2703574,160,27,,,,,,Barnesville city,2563,1095,2173,923,2563,2173
2703628,160,27,,,,,,Barnum city,613,264,525,249,613,525
2703682,160,27,,,,,,Barrett city,415,195,355,163,415,355
2703718,160,27,,,,,,Barry city,16,15,25,17,16,25
2703970,160,27,,,,,,Battle Lake city,875,486,686,407,875,686
2704024,160,27,,,,,,Baudette city,1106,577,1104,540,1106,1104
2704204,160,27,,,,,,Beardsley city,233,141,262,148,233,262
2704348,160,27,,,,,,Beaulieu CDP,48,24,,,48,
2704456,160,27,,,,,,Beaver Bay city,181,187,175,139,181,175
2704492,160,27,,,,,,Beaver Creek city,297,122,250,112,297,250
2704618,160,27,,,,,,Becker city,4538,1644,2673,967,4538,2673
2704672,160,27,,,,,,Bejou city,89,42,94,46,89,94
2704798,160,27,,,,,,Bellechester city,175,79,172,78,175,172
2704834,160,27,,,,,,Belle Plaine city,6661,2501,3789,1424,6661,3789
2704960,160,27,,,,,,Bellingham city,168,106,205,112,168,205
2705014,160,27,,,,,,Beltrami city,107,45,101,48,107,101
2705050,160,27,,,,,,Belview city,384,177,412,170,384,412
2705104,160,27,,,,,,Bena city,116,60,110,72,116,110
2705212,160,27,,,,,,Benson city,3240,1602,3376,1566,3240,3376
2705482,160,27,,,,,,Bertha city,497,231,470,228,497,470
2705554,160,27,,,,,,Bethel city,466,192,443,155,466,443
2705644,160,27,,,,,,Bigelow city,235,97,231,96,235,231
2705680,160,27,,,,,,Big Falls city,236,181,264,191,236,264
2705744,160,27,,,,,,Big Lake CDP,443,287,,,443,
2705752,160,27,,,,,,Big Lake city,10060,3640,6063,2206,10060,6063
2706058,160,27,,,,,,Birchwood Village city,870,367,968,366,870,968
2706148,160,27,,,,,,Biwabik city,969,543,954,492,969,954
2706256,160,27,,,,,,Blackduck city,785,372,696,324,785,696
2706382,160,27,,,,,,Blaine city,57186,21921,44942,16169,57186,44942
2706490,160,27,,,,,,Blomkest city,157,72,186,70,157,186
2706778,160,27,,,,,,Bluffton city,207,83,210,77,207,210
2707030,160,27,,,,,,Borup city,110,51,91,50,110,91
2707048,160,27,,,,,,Bovey city,804,380,662,326,804,662
2707066,160,27,,,,,,Bowlus city,290,122,260,111,290,260
2707138,160,27,,,,,,Boyd city,175,114,210,116,175,210
2707174,160,27,,,,,,Boy River city,47,33,38,27,47,38
2707282,160,27,,,,,,Braham city,1793,755,1276,566,1793,1276
2707336,160,27,,,,,,Brandon city,489,220,450,199,489,450
2707462,160,27,,,,,,Breckenridge city,3386,1635,3559,1582,3386,3559
2707678,160,27,,,,,,Bricelyn city,365,197,379,208,365,379
2707948,160,27,,,,,,Brooklyn Center city,30104,11640,29172,11598,30104,29172
2707984,160,27,,,,,,Brook Park city,139,60,156,61,139,156
2708038,160,27,,,,,,Brooks city,141,66,141,64,141,141
2708056,160,27,,,,,,Brookston city,141,39,98,38,141,98
2708092,160,27,,,,,,Brooten city,743,320,649,338,743,649
2708164,160,27,,,,,,Brownsdale city,676,315,718,312,676,718
2708218,160,27,,,,,,Brownsville city,466,280,517,273,466,517
2708290,160,27,,,,,,Bruno city,102,53,102,56,102,102
2708416,160,27,,,,,,Buckman city,270,105,208,75,270,208
2708452,160,27,,,,,,Buffalo city,15453,6044,10097,3871,15453,10097
2708524,160,27,,,,,,Buhl city,1000,496,983,432,1000,983
2708794,160,27,,,,,,Burnsville city,60306,25759,60220,24261,60306,60220
2708902,160,27,,,,,,Burtrum city,144,73,146,82,144,146
2708992,160,27,,,,,,Butterfield city,586,238,564,235,586,564
2709154,160,27,,,,,,Byron city,4914,1891,3500,1206,4914,3500
2709226,160,27,,,,,,Caledonia city,2868,1344,2965,1286,2868,2965
2709370,160,27,,,,,,Cambridge city,8111,3426,5520,2373,8111,5520
2709604,160,27,,,,,,Canby city,1795,892,1903,918,1795,1903
2709730,160,27,,,,,,Cannon Falls city,4083,1869,3795,1611,4083,3795
2709802,160,27,,,,,,Canton city,346,177,343,171,346,343
2709964,160,27,,,,,,Carlos city,502,215,329,153,502,329
2710018,160,27,,,,,,Carlton city,862,355,810,325,862,810
2710144,160,27,,,,,,Carver city,3724,1236,1266,467,3724,1266
2710468,160,27,,,,,,Cedar Mills city,45,24,53,27,45,53
2710576,160,27,,,,,,Center City city,628,291,582,214,628,582
2710792,160,27,,,,,,Ceylon city,369,183,413,189,369,413
2710846,160,27,,,,,,Champlin city,23089,8598,22193,7514,23089,22193
2710900,160,27,,,,,,Chandler city,270,120,276,121,270,276
2710918,160,27,,,,,,Chanhassen city,22952,8679,20321,7013,22952,20321
2711008,160,27,,,,,,Chatfield city,2779,1174,2394,959,2779,2394
2711296,160,27,,,,,,Chickamaw Beach city,114,111,148,110,114,148
2711386,160,27,,,,,,Chisholm city,4976,2524,4960,2375,4976,4960
2711440,160,27,,,,,,Chokio city,400,229,443,239,400,443
2711494,160,27,,,,,,Circle Pines city,4918,2085,4663,1708,4918,4663
2711548,160,27,,,,,,Clara City city,1360,625,1393,629,1360,1393
2711602,160,27,,,,,,Clarissa city,681,323,609,292,681,609
2711656,160,27,,,,,,Clarkfield city,863,424,944,429,863,944
2711746,160,27,,,,,,Clearbrook city,518,280,551,259,518,551
2711764,160,27,,,,,,Clear Lake city,545,222,266,103,545,266
2711800,160,27,,,,,,Clearwater city,1735,762,858,355,1735,858
2711836,160,27,,,,,,Clements city,153,80,191,81,153,191
2711872,160,27,,,,,,Cleveland city,719,298,673,259,719,673
2711962,160,27,,,,,,Climax city,267,118,243,124,267,243
2711980,160,27,,,,,,Clinton city,449,255,453,230,449,453
2712088,160,27,,,,,,Clitherall city,112,64,118,62,112,118
2712124,160,27,,,,,,Clontarf city,164,69,173,65,164,173
2712160,160,27,,,,,,Cloquet city,12124,5235,11201,4805,12124,11201
2712376,160,27,,,,,,Coates city,161,71,163,66,161,163
2712394,160,27,,,,,,Cobden city,36,20,61,29,36,61
2712412,160,27,,,,,,Cohasset city,2698,1324,2481,1191,2698,2481
2712484,160,27,,,,,,Cold Spring city,4025,1641,2975,1145,4025,2975
2712502,160,27,,,,,,Coleraine city,1970,831,1110,462,1970,1110
2712664,160,27,,,,,,Cologne city,1519,562,1012,392,1519,1012
2712700,160,27,,,,,,Columbia Heights city,19496,8584,18520,8151,19496,18520
2712718,160,27,,,,,,Columbus city,3914,1464,,,3914,
2712772,160,27,,,,,,Comfrey city,382,180,367,171,382,367
2712952,160,27,,,,,,Conger city,146,69,133,62,146,133
2713114,160,27,,,,,,Coon Rapids city,61476,24462,61607,22828,61476,61607
2713168,160,27,,,,,,Corcoran city,5379,1919,5630,1804,5379,5630
2713384,160,27,,,,,,Correll city,34,27,47,30,34,47
2713456,160,27,,,,,,Cottage Grove city,34589,12102,30582,10024,34589,30582
2713870,160,27,,,,,,Crookston city,7891,3303,8192,3382,7891,8192
2713924,160,27,,,,,,Crosby city,2386,1241,2299,1081,2386,2299
2713978,160,27,,,,,,Crosslake city,2141,2799,1893,2477,2141,1893
2714158,160,27,,,,,,Crystal city,22151,9634,22698,9481,22151,22698
2714320,160,27,,,,,,Currie city,233,125,225,127,233,225
2714428,160,27,,,,,,Cuyuna city,332,162,231,113,332,231
2714446,160,27,,,,,,Cyrus city,288,157,303,164,288,303
2714518,160,27,,,,,,Dakota city,323,151,329,145,323,329
2714626,160,27,,,,,,Dalton city,253,133,258,119,253,258
2714716,160,27,,,,,,Danube city,505,227,529,223,505,529
2714734,160,27,,,,,,Danvers city,97,45,108,47,97,108
2714770,160,27,,,,,,Darfur city,108,59,137,59,108,137
2714968,160,27,,,,,,Dawson city,1540,768,1539,756,1540,1539
2715148,160,27,,,,,,Deephaven city,3642,1423,3853,1409,3642,3853
2715310,160,27,,,,,,Deer River city,930,434,903,415,930,903
2715418,160,27,,,,,,De Graff city,115,67,133,67,115,133
2715454,160,27,,,,,,Delano city,5464,2064,3837,1391,5464,3837
2715472,160,27,,,,,,Delavan city,179,104,223,108,179,223
2715670,160,27,,,,,,Denham city,35,25,40,23,35,40
2715706,160,27,,,,,,Dennison city,212,80,168,64,212,168
2715724,160,27,,,,,,Dent city,192,88,192,80,192,192
2715832,160,27,,,,,,Detroit Lakes city,8569,4535,7348,3782,8569,7348
2715886,160,27,,,,,,Dexter city,341,151,333,133,341,333
2715976,160,27,,,,,,Dilworth city,4024,1727,3001,1238,4024,3001
2715994,160,27,,,,,,Dodge Center city,2670,1061,2226,859,2670,2226
2716156,160,27,,,,,,Doran city,55,27,59,31,55,59
2716300,160,27,,,,,,Dovray city,57,38,67,36,57,67
2717000,160,27,,,,,,Duluth city,86265,38208,86918,36994,86265,86918
2717090,160,27,,,,,,Dumont city,100,54,122,57,100,122
2717144,160,27,,,,,,Dundee city,68,53,102,55,68,102
2717180,160,27,,,,,,Dunnell city,167,88,197,92,167,197
2717342,160,27,,,,,,Eagle Bend city,535,290,595,284,535,595
2717378,160,27,,,,,,Eagle Lake city,2422,931,1787,663,2422,1787
2717486,160,27,,,,,,East Bethel city,11626,4237,10941,3718,11626,10941
2717738,160,27,,,,,,Easton city,199,97,214,99,199,214
2717882,160,27,,,,,,Ebro CDP,64,24,,,64,
2718116,160,27,,,,,,Eden Prairie city,60797,25075,54901,21026,60797,54901
2718188,160,27,,,,,,Edina city,47941,22560,47425,21669,47941,47425
2718260,160,27,,,,,,Effie city,123,68,91,56,123,91
2718368,160,27,,,,,,Eitzen city,243,119,229,111,243,229
2718386,160,27,,,,,,Elba city,152,76,214,77,152,214
2718440,160,27,,,,,,Elbow Lake CDP,95,74,104,62,95,104
2718530,160,27,,,,,,Elgin city,1089,418,826,324,1089,826
2718566,160,27,,,,,,Elizabeth city,173,84,172,85,173,172
2718662,160,27,,,,,,Elko New Market city,4110,1328,,,4110,
2718674,160,27,,,,,,Elk River city,22974,8542,16447,5782,22974,16447
2718728,160,27,,,,,,Elkton city,141,59,149,59,141,149
2718836,160,27,,,,,,Ellsworth city,463,233,540,246,463,540
2718872,160,27,,,,,,Elmdale city,116,47,107,46,116,107
2718998,160,27,,,,,,Elmore city,663,320,735,338,663,735
2719088,160,27,,,,,,Elrosa city,211,91,166,69,211,166
2719160,160,27,,,,,,Elysian city,652,372,486,276,652,486
2719556,160,27,,,,,,Erhard city,148,70,150,73,148,150
2719718,160,27,,,,,,Esko CDP,1869,716,,,1869,
2719880,160,27,,,,,,Evan city,86,43,91,42,86,91
2719898,160,27,,,,,,Evansville city,612,292,566,268,612,566
2720078,160,27,,,,,,Excelsior city,2188,1254,2393,1254,2188,2393
2720114,160,27,,,,,,Eyota city,1977,790,1644,614,1977,1644
2720222,160,27,,,,,,Fairfax city,1235,577,1295,589,1235,1295
2720276,160,27,,,,,,Fairhaven CDP,358,180,,,358,
2720330,160,27,,,,,,Fairmont city,10666,5251,10889,5036,10666,10889
2720546,160,27,,,,,,Faribault city,23352,8946,20818,7668,23352,20818
2720618,160,27,,,,,,Farmington city,21086,7412,12365,4233,21086,12365
2720690,160,27,,,,,,Farwell city,51,30,57,30,51,57
2720798,160,27,,,,,,Federal Dam city,110,137,101,81,110,101
2721032,160,27,,,,,,Fifty Lakes city,387,585,392,515,387,392
2721104,160,27,,,,,,Finland CDP,195,134,,,195,
2721158,160,27,,,,,,Fisher city,435,196,435,197,435,435
2721190,160,27,,,,,,Fish Lake CDP,51,83,,,51,
2721266,160,27,,,,,,Flensburg city,225,94,244,92,225,244
2721338,160,27,,,,,,Floodwood city,528,292,503,290,528,503
2721536,160,27,,,,,,Foley city,2603,1038,2154,793,2603,2154
2721608,160,27,,,,,,Forada city,185,125,197,118,185,197
2721770,160,27,,,,,,Forest Lake city,18375,7508,6798,2897,18375,6798
2721824,160,27,,,,,,Foreston city,533,213,389,148,533,389
2722094,160,27,,,,,,Fountain city,410,177,343,137,410,343
2722202,160,27,,,,,,Foxhome city,116,66,143,65,116,143
2722526,160,27,,,,,,Freeborn city,297,130,305,136,297,305
2722652,160,27,,,,,,Freeport city,632,280,454,199,632,454
2722814,160,27,,,,,,Fridley city,27208,11760,27449,11504,27208,27449
2722904,160,27,,,,,,Frontenac CDP,282,121,,,282,
2722958,160,27,,,,,,Fulda city,1318,615,1283,568,1318,1283
2722976,160,27,,,,,,Funkley city,5,12,15,12,5,15
2723084,160,27,,,,,,Garden City CDP,255,113,,,255,
2723120,160,27,,,,,,Garfield city,354,158,281,121,354,281
2723228,160,27,,,,,,Garvin city,135,62,159,68,135,159
2723246,160,27,,,,,,Gary city,214,96,215,93,214,215
2723300,160,27,,,,,,Gaylord city,2305,996,2279,930,2305,2279
2723318,160,27,,,,,,Gem Lake city,393,161,419,145,393,419
2723354,160,27,,,,,,Geneva city,555,228,449,186,555,449
2723444,160,27,,,,,,Genola city,75,35,71,27,75,71
2723498,160,27,,,,,,Georgetown city,129,55,125,56,129,125
2723660,160,27,,,,,,Ghent city,370,164,315,131,370,315
2723714,160,27,,,,,,Gilbert city,1799,937,1847,900,1799,1847
2723804,160,27,,,,,,Gilman city,224,91,215,87,224,215
2723948,160,27,,,,,,Glencoe city,5631,2424,5453,2169,5631,5453
2724056,160,27,,,,,,Glenville city,643,290,720,312,643,720
2724074,160,27,,,,,,Glenwood city,2564,1339,2594,1202,2564,2594
2724182,160,27,,,,,,Glyndon city,1394,487,1049,403,1394,1049
2724308,160,27,,,,,,Golden Valley city,20371,9349,20281,8589,20371,20281
2724344,160,27,,,,,,Gonvick city,282,153,294,154,282,294
2724398,160,27,,,,,,Goodhue city,1176,443,778,298,1176,778
2724470,160,27,,,,,,Goodridge city,132,66,98,53,132,98
2724506,160,27,,,,,,Good Thunder city,583,242,592,233,583,592
2724524,160,27,,,,,,Goodview city,4036,1750,3373,1419,4036,3373
2724758,160,27,,,,,,Graceville city,577,305,605,283,577,605
2724884,160,27,,,,,,Granada city,303,147,317,136,303,317
2724992,160,27,,,,,,Grand Marais city,1351,863,1353,722,1351,1353
2725118,160,27,,,,,,Grand Rapids city,10869,4910,7764,3621,10869,7764
2725280,160,27,,,,,,Granite Falls city,2897,1417,3070,1472,2897,3070
2725334,160,27,,,,,,Grant city,4096,1509,4026,1399,4096,4026
2725424,160,27,,,,,,Grasston city,158,63,105,46,158,105
2725604,160,27,,,,,,Greenbush city,719,354,784,348,719,784
2725622,160,27,,,,,,Greenfield city,2777,970,2544,824,2777,2544
2725658,160,27,,,,,,Green Isle city,559,240,334,141,559,334
2725874,160,27,,,,,,Greenwald city,222,104,201,89,222,201
2726126,160,27,,,,,,Grove City city,635,291,608,271,635,608
2726270,160,27,,,,,,Gully city,66,53,106,66,66,106
2726378,160,27,,,,,,Hackensack city,313,194,285,187,313,285
2726450,160,27,,,,,,Hadley city,61,38,81,38,61,81
2726612,160,27,,,,,,Halma city,61,34,78,38,61,78
2726630,160,27,,,,,,Halstad city,597,306,622,295,597,622
2726738,160,27,,,,,,Ham Lake city,15296,5378,12710,4208,15296,12710
2726864,160,27,,,,,,Hampton city,689,268,434,159,689,434
2726936,160,27,,,,,,Hancock city,765,334,717,325,765,717
2726972,160,27,,,,,,Hanley Falls city,304,120,323,123,304,323
2726990,160,27,,,,,,Hanover city,2938,950,1355,456,2938,1355
2727098,160,27,,,,,,Harding city,125,47,105,43,125,105
2727116,160,27,,,,,,Hardwick city,198,103,222,104,198,222
2727530,160,27,,,,,,Hastings city,22172,9222,18204,6758,22172,18204
2727566,160,27,,,,,,Hatfield city,54,23,47,25,54,47
2727746,160,27,,,,,,Hawley city,2067,891,1882,787,2067,1882
2727872,160,27,,,,,,Hayfield city,1340,597,1325,519,1340,1325
2728016,160,27,,,,,,Hazel Run city,63,29,64,31,63,64
2728214,160,27,,,,,,Heidelberg city,122,47,72,27,122,72
2728394,160,27,,,,,,Henderson city,886,405,910,367,886,910
2728430,160,27,,,,,,Hendricks city,713,378,725,360,713,725
2728520,160,27,,,,,,Henning city,802,438,719,406,802,719
2728682,160,27,,,,,,Hermantown city,9414,3544,7448,2822,9414,7448
2728754,160,27,,,,,,Hewitt city,266,129,267,122,266,267
2728790,160,27,,,,,,Hibbing city,16361,8200,17071,8037,16361,17071
2729096,160,27,,,,,,Hill City city,633,444,479,391,633,479
2729150,160,27,,,,,,Hillman city,38,18,29,20,38,29
2729204,160,27,,,,,,Hills city,686,286,565,244,686,565
2729294,160,27,,,,,,Hinckley city,1800,785,1291,614,1800,1291
2729510,160,27,,,,,,Hokah city,580,287,614,278,580,614
2729582,160,27,,,,,,Holdingford city,708,330,736,297,708,736
2729636,160,27,,,,,,Hollandale city,303,146,292,137,303,292
2729672,160,27,,,,,,Holloway city,92,58,112,59,92,112
2729870,160,27,,,,,,Holt city,88,38,89,41,88,89
2730014,160,27,,,,,,Homer CDP,181,93,,,181,
2730140,160,27,,,,,,Hopkins city,17591,8987,17145,8390,17591,17145
2730230,160,27,,,,,,Houston city,979,456,1020,459,979,1020
2730302,160,27,,,,,,Hoyt Lakes city,2017,1016,2082,995,2017,2082
2730392,160,27,,,,,,Hugo city,13332,5189,6363,2174,13332,6363
2730446,160,27,,,,,,Humboldt city,45,26,61,38,45,61
2730806,160,27,,,,,,Ihlen city,63,39,107,44,63,107
2730842,160,27,,,,,,Independence city,3504,1305,3236,1115,3504,3236
2730950,160,27,,,,,,Inger CDP,212,63,,,212,
2731040,160,27,,,,,,International Falls city,6424,3157,6703,3264,6424,6703
2731076,160,27,,,,,,Inver Grove Heights city,33880,14062,29751,11457,33880,29751
2731094,160,27,,,,,,Iona city,137,88,173,91,137,173
2731238,160,27,,,,,,Iron Junction city,86,47,93,44,86,93
2731274,160,27,,,,,,Ironton city,572,299,498,263,572,498
2731328,160,27,,,,,,Isanti city,5251,2038,2324,834,5251,2324
2731472,160,27,,,,,,Isle city,751,501,707,414,751,707
2731526,160,27,,,,,,Ivanhoe city,559,317,679,341,559,679
2731562,160,27,,,,,,Jackson city,3299,1635,3501,1659,3299,3501
2731706,160,27,,,,,,Janesville city,2256,958,2109,848,2256,2109
2731760,160,27,,,,,,Jasper city,633,324,597,308,633,597
2731832,160,27,,,,,,Jenkins city,430,193,287,123,430,287
2732012,160,27,,,,,,Johnson city,29,17,32,16,29,32
2732174,160,27,,,,,,Jordan city,5470,1961,3833,1423,5470,3833
2732444,160,27,,,,,,Karlstad city,760,399,794,394,760,794
2732462,160,27,,,,,,Kasota city,675,305,680,279,675,680
2732498,160,27,,,,,,Kasson city,5931,2340,4398,1711,5931,4398
2732606,160,27,,,,,,Kelliher city,262,194,294,140,262,294
2732642,160,27,,,,,,Kellogg city,456,208,439,177,456,439
2732750,160,27,,,,,,Kenneth city,68,31,61,29,68,61
2732768,160,27,,,,,,Kensington city,292,147,286,148,292,286
2732786,160,27,,,,,,Kent city,81,39,120,47,81,120
2732840,160,27,,,,,,Kenyon city,1815,841,1661,719,1815,1661
2732912,160,27,,,,,,Kerrick city,65,32,71,34,65,71
2732966,160,27,,,,,,Kettle River city,180,96,168,88,180,168
2733164,160,27,,,,,,Kimball city,762,336,635,280,762,635
2733236,160,27,,,,,,Kinbrae city,12,11,21,14,12,21
2733344,160,27,,,,,,Kingston city,161,70,120,53,161,120
2733416,160,27,,,,,,Kinney city,169,83,199,88,169,199
2733866,160,27,,,,,,La Crescent city,4830,2126,4923,2014,4830,4923
2733920,160,27,,,,,,Lafayette city,504,244,529,206,504,529
2734136,160,27,,,,,,Lake Bronson city,229,144,246,147,229,246
2734244,160,27,,,,,,Lake Elmo city,8069,2877,6863,2389,8069,6863
2734316,160,27,,,,,,Lakefield city,1694,838,1721,784,1694,1721
2734370,160,27,,,,,,Lake George CDP,230,210,,,230,
2734478,160,27,,,,,,Lake Henry city,103,52,90,43,103,90
2734622,160,27,,,,,,Lakeland city,1796,728,1917,705,1796,1917
2734658,160,27,,,,,,Lakeland Shores city,311,122,355,121,311,355
2734784,160,27,,,,,,Lake Park city,783,350,782,326,783,782
2734928,160,27,,,,,,Lake Shore city,1004,1019,966,858,1004,966
2735180,160,27,,,,,,Lakeville city,55954,19456,43128,13799,55954,43128
2735378,160,27,,,,,,Lancaster city,340,189,363,193,340,363
2735450,160,27,,,,,,Lanesboro city,754,464,788,424,754,788
2735558,160,27,,,,,,Lansing CDP,181,84,,,181,
2735612,160,27,,,,,,Laporte city,111,80,145,79,111,145
2735648,160,27,,,,,,La Prairie city,665,287,605,249,665,605
2735702,160,27,,,,,,La Salle city,87,45,90,44,87,90
2735720,160,27,,,,,,Lastrup city,104,53,99,49,104,99
2736404,160,27,,,,,,Lengby city,86,60,79,53,86,79
2736494,160,27,,,,,,Leonard city,41,21,29,19,41,29
2736530,160,27,,,,,,Leonidas city,52,27,60,27,52,60
2736548,160,27,,,,,,Leota CDP,209,115,230,122,209,230
2736728,160,27,,,,,,Lester Prairie city,1730,704,1377,531,1730,1377
2736746,160,27,,,,,,Le Sueur city,4058,1782,3922,1589,4058,3922
2737304,160,27,,,,,,Lindstrom city,4442,1943,3015,1322,4442,3015
2737322,160,27,,,,,,Lino Lakes city,20216,6323,16791,4921,20216,16791
2737412,160,27,,,,,,Lismore city,227,107,238,103,227,238
2737556,160,27,,,,,,Little Falls city,8343,3867,7719,3358,8343,7719
2737592,160,27,,,,,,Littlefork city,647,296,680,302,647,680
2737656,160,27,,,,,,Little Rock CDP,1208,432,1055,298,1208,1055
2737970,160,27,,,,,,Long Beach city,335,269,271,159,335,271
2738006,160,27,,,,,,Long Lake city,1768,765,1842,764,1768,1842
2738060,160,27,,,,,,Long Prairie city,3458,1391,3040,1334,3458,3040
2738150,160,27,,,,,,Lonsdale city,3674,1370,1491,577,3674,1491
2738258,160,27,,,,,,Louisburg city,47,30,26,29,47,26
2738546,160,27,,,,,,Lutsen CDP,190,400,,,190,
2738564,160,27,,,,,,Luverne city,4745,2237,4617,2161,4745,4617
